id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
1070078,1305201,6500.0,6500.0,6500.0, 60 months,14.65,153.45,C,C3,Southwest Rural metro,5 years,OWN,72000.0,Not Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1070078,"  Borrower added on 12/15/11 > I had recived a loan from Citi Financial about a year ago, I was paying 29.99 intrest, so the refinance is to cut that rate since cleaning up my credit I have been paying everything on time as shown on my credit report<br>",debt_consolidation,High intrest Consolidation,853xx,AZ,16.12,0.0,Jan-1998,2.0,,,14.0,0.0,4032.0,20.6,23.0,f,0.0,0.0,7677.52,7677.52,6500.0,1177.52,0.0,0.0,0.0,Jun-2013,1655.54,,Dec-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069908,1305008,12000.0,12000.0,12000.0, 36 months,12.69,402.54,B,B5,UCLA,10+ years,OWN,75000.0,Source Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069908,,debt_consolidation,Consolidation,913xx,CA,10.78,0.0,Oct-1989,0.0,,,12.0,0.0,23336.0,67.1,34.0,f,0.0,0.0,13943.08,13943.08,12000.0,1943.08,0.0,0.0,0.0,Sep-2013,6315.3,,Aug-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1064687,1298717,9000.0,9000.0,9000.0, 36 months,13.49,305.38,C,C1,Va. Dept of Conservation/Recreation,< 1 year,RENT,30000.0,Source Verified,Dec-2011,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1064687,  Borrower added on 12/15/11 > Plan to pay off 2 charge accounts. I will close one of them and ask for a credit line decrease from the other. Also borrowed money from a friend and would like to pay that off.......<br><br>  Borrower added on 12/17/11 > The credit card that I am asking to be decreased will be ONLY for emergency purposes.....<br>,debt_consolidation,freedom,245xx,VA,10.08,0.0,Apr-2004,1.0,,,4.0,0.0,10452.0,91.7,9.0,f,0.0,0.0,2270.7,2270.7,1256.14,570.26,0.0,444.3,4.16,Jul-2012,305.38,,Nov-2012,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069866,1304956,3000.0,3000.0,3000.0, 36 months,9.91,96.68,B,B1,Target,3 years,RENT,15000.0,Source Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069866,"  Borrower added on 12/19/11 > I intend to pay this debt off within half the time allotted.Home-brewer investing in equipment, hopefully someday a brewpub owner with delicious beers to sell and locally grown produced meat and vegetables.So, this is my start, and thank you for lending! One day I will repay the favor and lend back<br>",credit_card,citicard fund,606xx,IL,12.56,0.0,Jul-2003,2.0,,,11.0,0.0,7323.0,43.1,11.0,f,0.0,0.0,3478.98191538,3478.98,3000.0,478.98,0.0,0.0,0.0,Jan-2015,102.43,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069057,1303503,10000.0,10000.0,10000.0, 36 months,10.65,325.74,B,B2,SFMTA,3 years,RENT,100000.0,Source Verified,Dec-2011,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069057,,other,Other Loan,951xx,CA,7.06,0.0,May-1991,2.0,,,14.0,0.0,11997.0,55.5,29.0,f,0.0,0.0,7471.99,7471.99,5433.47,1393.42,0.0,645.1,6.3145,Oct-2013,325.74,,Mar-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069759,1304871,1000.0,1000.0,1000.0, 36 months,16.29,35.31,D,D1,Internal revenue Service,< 1 year,RENT,28000.0,Not Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069759,,debt_consolidation,Debt Consolidation Loan,641xx,MO,20.31,0.0,Sep-2007,1.0,,,11.0,0.0,6524.0,81.5,23.0,f,0.0,0.0,1270.1711062,1270.17,1000.0,270.17,0.0,0.0,0.0,Jan-2015,36.32,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1065775,1299699,10000.0,10000.0,10000.0, 36 months,15.27,347.98,C,C4,Chin's Restaurant,4 years,RENT,42000.0,Not Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065775,,home_improvement,Home,921xx,CA,18.6,0.0,Oct-1998,2.0,61.0,,14.0,0.0,24043.0,70.2,28.0,f,0.0,0.0,12519.2604496,12519.26,10000.0,2519.26,0.0,0.0,0.0,Jan-2015,370.46,,Apr-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069971,1304884,3600.0,3600.0,3600.0, 36 months,6.03,109.57,A,A1,Duracell,10+ years,MORTGAGE,110000.0,Not Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069971,  Borrower added on 12/15/11 > Payoff other lending club acct and pull out money for purchase<br><br> Borrower added on 12/15/11 > payoff current lending club account and take money for purchase<br>,major_purchase,Holiday,067xx,CT,10.52,0.0,Aug-1993,0.0,,,20.0,0.0,22836.0,16.0,42.0,f,0.0,0.0,3785.02,3785.02,3600.0,185.02,0.0,0.0,0.0,May-2013,583.45,,May-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1062474,1294539,6000.0,6000.0,6000.0, 36 months,11.71,198.46,B,B3,Connection Inspection,1 year,MORTGAGE,84000.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1062474,  Borrower added on 12/16/11 > This is a loan i am really looking forward to it will help me and my whole family.  thank you<br><br> Borrower added on 12/18/11 > This loan is for a medical procedure I've been waiting 3 years for hope to get it!! Thanks.<br>,medical,Medical,890xx,UT,18.44,2.0,Oct-2003,0.0,8.0,,4.0,0.0,0.0,37.73,14.0,f,0.0,0.0,7164.4998522,7164.5,6000.0,1149.5,15.0,0.0,0.0,Feb-2015,16.98,,Jul-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069742,1304855,9200.0,9200.0,9200.0, 36 months,6.03,280.01,A,A1,Network Interpreting Service,6 years,RENT,77385.19,Not Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069742,,debt_consolidation,lowerratemeanseasiertogetoutofdebt!,921xx,CA,9.86,0.0,Jan-2001,0.0,,,8.0,0.0,7314.0,23.1,28.0,f,0.0,0.0,9459.96,9459.96,9200.0,259.96,0.0,0.0,0.0,Jul-2012,8061.1,,Jul-2012,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069740,1284848,20250.0,20250.0,19142.1610771, 60 months,15.27,484.63,C,C4,Archdiocese of Galveston Houston,3 years,RENT,43370.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069740,"After amassing credit card debt through several years of college, I now have spending under control and a stable job. With this loan I plan to pay off all the credit cards and close them down immediately. I have a good balance between living expenses and debt repayment.<br> Over several years in college I amassed a large debt in credit cards.  Now that I have a stable job and spending under control I will use this loan to consolidate credit card debt and to close them immediately.  I never miss payments and I follow a strict monthly budget of $1,350 in living expenses and a $339 car note.  I have enough in savings to cover 6 months of all expenses, including this loan payment.  Absolutely every other dollar is dedicated to debt repayment.  Please let me know if you have any other questions.<br> Borrower added on 12/15/11 > Over several years in college I amassed a large debt in credit cards.  Now that I have a stable job and spending under control I will use this loan to consolidate credit card debt and to close them immediately.  I never miss payments and I follow a strict monthly budget of $1,350 in living expenses and a $339 car note.  I have enough in savings to cover 6 months of all expenses, including this loan payment.  Absolutely every other dollar is dedicated to debt repayment.<br><br>Please let me know if you have any other questions.<br><br> Borrower added on 12/16/11 > After amassing credit card debt from years in college I have put spending under control. With my stable job, I hope to use this loan to pay off all the credit cards and close them down immediately. My monthly income is balanced between living expenses and loan repayment.  Thank you!<br><br> Borrower added on 12/16/11 > After amassing credit card debt through several years of college, I now have spending under control and a stable job.  With this loan I plan to pay off all the credit cards and close them down immediately.  I have a good balance between living expenses and debt repayment.<br>",debt_consolidation,Freedom From Credit Cards,770xx,TX,26.53,0.0,Nov-1997,3.0,,,8.0,0.0,17813.0,85.6,22.0,f,0.0,0.0,27663.042671,25417.68,20250.0,7413.04,0.0,0.0,0.0,Aug-2015,6024.09,,Dec-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1039153,1269083,21000.0,21000.0,21000.0, 36 months,12.42,701.73,B,B4,Osram Sylvania,10+ years,RENT,105000.0,Verified,Dec-2011,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1039153,  Borrower added on 12/16/11 > Decided to clean up the debt and get my finances together.  Thank you for your consideration.<br>,debt_consolidation,Debt Cleanup,335xx,FL,13.22,0.0,Feb-1983,0.0,,,7.0,0.0,32135.0,90.3,38.0,f,0.0,0.0,14025.4,14025.4,10694.96,3330.44,0.0,0.0,0.0,Sep-2013,701.73,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069710,1304821,10000.0,10000.0,10000.0, 36 months,11.71,330.76,B,B3,Value Air,10+ years,OWN,50000.0,Source Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069710,"  Borrower added on 12/17/11 > Have a stable job, will be absolutely no problem making monthly payments.  Loan will be used to close high interest credit card accounts on which I've never had a late payment.<br>",credit_card,Credit Card Loan,799xx,TX,11.18,0.0,Jul-1985,0.0,,,8.0,0.0,10056.0,82.4,21.0,f,0.0,0.0,11902.5615747,11902.56,10000.0,1902.56,0.0,0.0,0.0,Jan-2015,349.21,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069700,1304810,10000.0,10000.0,10000.0, 36 months,11.71,330.76,B,B3,Wells Fargo Bank,5 years,RENT,50000.0,Not Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069700,,debt_consolidation,Debt Consolidation,917xx,CA,16.01,0.0,Apr-2003,0.0,,,6.0,0.0,17800.0,91.8,17.0,f,0.0,0.0,11536.31,11536.31,10000.0,1536.31,0.0,0.0,0.0,Oct-2013,4942.63,,Mar-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069559,1304634,6000.0,6000.0,6000.0, 36 months,11.71,198.46,B,B3,bmg-educational,1 year,RENT,76000.0,Not Verified,Dec-2011,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069559,,major_purchase,cash,900xx,CA,2.4,0.0,Jun-2001,1.0,,,7.0,0.0,5963.0,29.7,7.0,f,0.0,0.0,2050.14,2050.14,1305.58,475.25,0.0,269.31,2.57,Oct-2012,198.46,,Mar-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069697,1273773,15000.0,15000.0,15000.0, 36 months,9.91,483.38,B,B1,Winfield Pathology Consultants,2 years,MORTGAGE,92000.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069697,,credit_card,No more credit card debt!,605xx,IL,29.44,0.0,Feb-2002,0.0,,,8.0,0.0,13707.0,93.9,31.0,f,0.0,0.0,15823.48,15823.48,15000.0,823.48,0.0,0.0,0.0,Sep-2012,2447.05,,Sep-2012,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069800,1304679,15000.0,15000.0,8725.0, 36 months,14.27,514.64,C,C2,nyc transit,9 years,RENT,60000.0,Not Verified,Dec-2011,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069800,  Borrower added on 12/15/11 > looking to consolidate into just one monthly payment<br>,debt_consolidation,consolidation,103xx,NY,15.22,0.0,Oct-2003,1.0,,,7.0,0.0,5872.0,57.6,11.0,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069657,1304764,5000.0,5000.0,5000.0, 60 months,16.77,123.65,D,D2,Frito Lay,2 years,RENT,50004.0,Not Verified,Dec-2011,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069657,  Borrower added on 12/16/11 > I have a stable job where I will never get laid off.<br><br> Borrower added on 12/16/11 > I need the loan to pay for some recent medical expenses and I need to get my car fixed.<br>,other,Other,150xx,PA,13.97,3.0,Oct-2003,0.0,20.0,,14.0,0.0,4345.0,59.5,22.0,f,0.0,0.0,1609.12,1609.12,629.05,719.11,0.0,260.96,2.3,Dec-2012,123.65,,May-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069799,1304678,4000.0,4000.0,4000.0, 36 months,11.71,132.31,B,B3,Shands Hospital at the University of Fl,10+ years,MORTGAGE,106000.0,Not Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069799,,debt_consolidation,Debt Consolidation,326xx,FL,5.63,1.0,Aug-1984,0.0,18.0,,12.0,0.0,6110.0,37.7,44.0,f,0.0,0.0,4484.79,4484.79,4000.0,484.79,0.0,0.0,0.0,Apr-2013,2638.77,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1047704,1278806,8500.0,8500.0,8500.0, 36 months,11.71,281.15,B,B3,Oakridge homes,< 1 year,RENT,25000.0,Source Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047704,  Borrower added on 12/15/11 > My loan is for paying off my credit cards and being able to get a place to live since I live with my uncle at the moment and he needs me to leave. <br><br>  Borrower added on 12/17/11 > Im responsible and i pay my bills on time if not early. i have a great payment history. having this loan would really help me out. thank you<br>,credit_card,Credit card repayment loan,564xx,MN,12.19,0.0,Nov-2006,0.0,,,8.0,0.0,6441.0,59.1,12.0,f,0.0,0.0,10122.2086138,10122.21,8500.0,1622.21,0.0,0.0,0.0,Dec-2014,581.59,,Jan-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1032111,1261745,4375.0,4375.0,4375.0, 36 months,7.51,136.11,A,A3,,7 years,MORTGAGE,17108.0,Source Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1032111,  Borrower added on 12/17/11 > This loan is a great opportunity and will help me gain better control over my finances. The convenience of one payment and one rate will help me save money and create better opportunities for myself for future planning. My career and income are secure and I believe in financial responsibility.<br>,debt_consolidation,Debt Consolidation,141xx,NY,20.34,0.0,Dec-1987,0.0,,,6.0,0.0,11210.0,86.9,12.0,f,0.0,0.0,4898.54355838,4898.54,4375.0,523.54,0.0,0.0,0.0,Jan-2015,144.94,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069539,1304608,31825.0,31825.0,31825.0, 36 months,7.9,995.82,A,A4,Audubon Mutual Housing Corporation,5 years,MORTGAGE,75000.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069539,"  Borrower added on 12/15/11 > Hello<br>I plan to use my funds to pay off my credit cards 100%.  <br>I pay more in minimum payments now than my loan payment will be and you can see by my credit report that I always repay my debts.<br>I have a very secure job in property management.  I have been with the company for close to 6 years.<br><br> Borrower added on 12/16/11 > In addition to the other info provided I would like to add that a majority of our credit card debt was from overruns when we added an addition to our home.  Unfortunately to finish the job we needed to use credit cards as our home equity line was cut during after the real estate bubble burst.<br><br>  Borrower added on 12/17/11 > One more note regarding my credit card payments.  Currently I have close to $2000.00 dollars a month budgeted.  The less than $1,000.00 loan payment monthly will allow me to save a generous portion of my monthly budget, something I am looking forward to greatly.<br>",debt_consolidation,Debt Consolidation Loan,080xx,NJ,14.03,0.0,Nov-1981,0.0,,,12.0,0.0,23151.0,27.4,26.0,f,0.0,0.0,34886.08,34886.08,31825.0,3061.08,0.0,0.0,0.0,Aug-2013,16966.7,,Oct-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1065420,1299514,10000.0,10000.0,9975.0, 60 months,15.96,242.97,C,C5,US Legal Support,2 years,RENT,29120.0,Verified,Dec-2011,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065420,,debt_consolidation,Brown Eyes Loan,330xx,FL,22.83,0.0,Feb-1997,1.0,68.0,,11.0,0.0,16158.0,63.6,31.0,f,2695.31,2688.53,11622.36,11593.4,7304.67,4317.69,0.0,0.0,0.0,Jan-2016,242.97,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069591,1304289,5000.0,5000.0,5000.0, 36 months,8.9,158.77,A,A5,Good Samaritan Society,2 years,RENT,24044.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069591,  Borrower added on 12/16/11 > The purpose of this loan is to pay off a couple of high interest credicards and holidays expenses so I can start the new year having only one creditor. Thank you for making this possible.Merry Christmas e a Prosperous New Year to all. Thank you<br>,debt_consolidation,Consolidation,974xx,OR,11.93,0.0,Apr-2005,0.0,45.0,,8.0,0.0,2224.0,29.3,16.0,f,0.0,0.0,5714.59212878,5714.59,5000.0,714.59,0.0,0.0,0.0,Jan-2015,163.64,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069530,1291365,7000.0,7000.0,7000.0, 36 months,15.96,245.97,C,C5,GREG BARRETT DRYWALL,7 years,RENT,34000.0,Source Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069530,,credit_card,Credit Card Loan,934xx,CA,6.35,0.0,Oct-2007,1.0,,,6.0,0.0,6113.0,60.5,6.0,f,0.0,0.0,8848.94043027,8848.94,7000.0,1848.94,0.0,0.0,0.0,Jan-2015,260.74,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
